,id,room_reclass,room_base,room_uncertain,filename,image_path_reclass,image_path_base,image_path_uncertain
124,063223ba793055c9d3cbdde8e2d83e112012b74d,graphic,misc_ext,uncertain,063223ba793055c9d3cbdde8e2d83e112012b74d.jpg,./data/base_data/graphic/063223ba793055c9d3cbdde8e2d83e112012b74d.jpg,./data/base_data/misc_ext/063223ba793055c9d3cbdde8e2d83e112012b74d.jpg,./data/base_data/uncertain/063223ba793055c9d3cbdde8e2d83e112012b74d.jpg
128,063cdec519be5b7fcfaeedec6c20e9973d9ef512,exclude,misc_ext,uncertain,063cdec519be5b7fcfaeedec6c20e9973d9ef512.jpg,./data/base_data/exclude/063cdec519be5b7fcfaeedec6c20e9973d9ef512.jpg,./data/base_data/misc_ext/063cdec519be5b7fcfaeedec6c20e9973d9ef512.jpg,./data/base_data/uncertain/063cdec519be5b7fcfaeedec6c20e9973d9ef512.jpg
5,0274daeec5b54cfff4923b255071f37afe9468f9,diningroom,study,uncertain,0274daeec5b54cfff4923b255071f37afe9468f9.jpg,./data/base_data/diningroom/0274daeec5b54cfff4923b255071f37afe9468f9.jpg,./data/base_data/study/0274daeec5b54cfff4923b255071f37afe9468f9.jpg,./data/base_data/uncertain/0274daeec5b54cfff4923b255071f37afe9468f9.jpg
184,06c2d70797733d6750a0c4bc03ce2f07faa85a0a,graphic,misc_int,uncertain,06c2d70797733d6750a0c4bc03ce2f07faa85a0a.jpg,./data/base_data/graphic/06c2d70797733d6750a0c4bc03ce2f07faa85a0a.jpg,./data/base_data/misc_int/06c2d70797733d6750a0c4bc03ce2f07faa85a0a.jpg,./data/base_data/uncertain/06c2d70797733d6750a0c4bc03ce2f07faa85a0a.jpg
86,05be99facf41993fc5298659b6c3794c2454e281,garden,misc_ext,uncertain,05be99facf41993fc5298659b6c3794c2454e281.jpg,./data/base_data/garden/05be99facf41993fc5298659b6c3794c2454e281.jpg,./data/base_data/misc_ext/05be99facf41993fc5298659b6c3794c2454e281.jpg,./data/base_data/uncertain/05be99facf41993fc5298659b6c3794c2454e281.jpg
147,0675cc108be419f32ed77843f54547029779e84c,graphic,misc_ext,uncertain,0675cc108be419f32ed77843f54547029779e84c.jpg,./data/base_data/graphic/0675cc108be419f32ed77843f54547029779e84c.jpg,./data/base_data/misc_ext/0675cc108be419f32ed77843f54547029779e84c.jpg,./data/base_data/uncertain/0675cc108be419f32ed77843f54547029779e84c.jpg
294,07c67625ab576dd05af9abe053975aeecce9aa5a,misc_int,misc_ext,uncertain,07c67625ab576dd05af9abe053975aeecce9aa5a.jpg,./data/base_data/misc_int/07c67625ab576dd05af9abe053975aeecce9aa5a.jpg,./data/base_data/misc_ext/07c67625ab576dd05af9abe053975aeecce9aa5a.jpg,./data/base_data/uncertain/07c67625ab576dd05af9abe053975aeecce9aa5a.jpg
317,07f9e8d2aa131494ecadc5738ec2fa3df8f1c98b,graphic,misc_int,uncertain,07f9e8d2aa131494ecadc5738ec2fa3df8f1c98b.jpg,./data/base_data/graphic/07f9e8d2aa131494ecadc5738ec2fa3df8f1c98b.jpg,./data/base_data/misc_int/07f9e8d2aa131494ecadc5738ec2fa3df8f1c98b.jpg,./data/base_data/uncertain/07f9e8d2aa131494ecadc5738ec2fa3df8f1c98b.jpg
387,08a0331f53bf56fe06bcf5e51d473977b1f09604,misc_ext,misc_int,uncertain,08a0331f53bf56fe06bcf5e51d473977b1f09604.jpg,./data/base_data/misc_ext/08a0331f53bf56fe06bcf5e51d473977b1f09604.jpg,./data/base_data/misc_int/08a0331f53bf56fe06bcf5e51d473977b1f09604.jpg,./data/base_data/uncertain/08a0331f53bf56fe06bcf5e51d473977b1f09604.jpg
247,075060b5e37e3eddb6418868c4eefb1b59691a8f,bedroom,livingroom,uncertain,075060b5e37e3eddb6418868c4eefb1b59691a8f.jpg,./data/base_data/bedroom/075060b5e37e3eddb6418868c4eefb1b59691a8f.jpg,./data/base_data/livingroom/075060b5e37e3eddb6418868c4eefb1b59691a8f.jpg,./data/base_data/uncertain/075060b5e37e3eddb6418868c4eefb1b59691a8f.jpg
255,0767ca8f701c3842ba78c48092a0cab4cd6e0e9a,misc_int,bathroom,uncertain,0767ca8f701c3842ba78c48092a0cab4cd6e0e9a.jpg,./data/base_data/misc_int/0767ca8f701c3842ba78c48092a0cab4cd6e0e9a.jpg,./data/base_data/bathroom/0767ca8f701c3842ba78c48092a0cab4cd6e0e9a.jpg,./data/base_data/uncertain/0767ca8f701c3842ba78c48092a0cab4cd6e0e9a.jpg
337,0835cec555fba205a09c69dfe133574a8d940028,entrance,misc_int,uncertain,0835cec555fba205a09c69dfe133574a8d940028.jpg,./data/base_data/entrance/0835cec555fba205a09c69dfe133574a8d940028.jpg,./data/base_data/misc_int/0835cec555fba205a09c69dfe133574a8d940028.jpg,./data/base_data/uncertain/0835cec555fba205a09c69dfe133574a8d940028.jpg
