,id,room_reclass,room_base,room_uncertain,filename,image_path_reclass,image_path_base,image_path_uncertain
73,05976d9d1875b56e2e1e35b0dbf261ac88f758e7,exclude,misc_int,uncertain,05976d9d1875b56e2e1e35b0dbf261ac88f758e7.jpg,./data/base_data/exclude/05976d9d1875b56e2e1e35b0dbf261ac88f758e7.jpg,./data/base_data/misc_int/05976d9d1875b56e2e1e35b0dbf261ac88f758e7.jpg,./data/base_data/uncertain/05976d9d1875b56e2e1e35b0dbf261ac88f758e7.jpg
250,075af6bd08cfa8df307c7db55530eb086bab724d,exclude,misc_int,uncertain,075af6bd08cfa8df307c7db55530eb086bab724d.jpg,./data/base_data/exclude/075af6bd08cfa8df307c7db55530eb086bab724d.jpg,./data/base_data/misc_int/075af6bd08cfa8df307c7db55530eb086bab724d.jpg,./data/base_data/uncertain/075af6bd08cfa8df307c7db55530eb086bab724d.jpg
161,06a0e94c11f29e6281aefeb35aab42b28dc617af,exclude,misc_int,uncertain,06a0e94c11f29e6281aefeb35aab42b28dc617af.jpg,./data/base_data/exclude/06a0e94c11f29e6281aefeb35aab42b28dc617af.jpg,./data/base_data/misc_int/06a0e94c11f29e6281aefeb35aab42b28dc617af.jpg,./data/base_data/uncertain/06a0e94c11f29e6281aefeb35aab42b28dc617af.jpg
74,0597b8d45b7715cf78ce068a79c632dfabc3d5f5,exclude,misc_int,uncertain,0597b8d45b7715cf78ce068a79c632dfabc3d5f5.jpg,./data/base_data/exclude/0597b8d45b7715cf78ce068a79c632dfabc3d5f5.jpg,./data/base_data/misc_int/0597b8d45b7715cf78ce068a79c632dfabc3d5f5.jpg,./data/base_data/uncertain/0597b8d45b7715cf78ce068a79c632dfabc3d5f5.jpg
107,060598fb5174ff14cd8acd3bb7dc394070667f67,exclude,misc_ext,uncertain,060598fb5174ff14cd8acd3bb7dc394070667f67.jpg,./data/base_data/exclude/060598fb5174ff14cd8acd3bb7dc394070667f67.jpg,./data/base_data/misc_ext/060598fb5174ff14cd8acd3bb7dc394070667f67.jpg,./data/base_data/uncertain/060598fb5174ff14cd8acd3bb7dc394070667f67.jpg
438,0916e04d3dc12167388d2369e23959bf06d2c9f8,exclude,misc_int,uncertain,0916e04d3dc12167388d2369e23959bf06d2c9f8.jpg,./data/base_data/exclude/0916e04d3dc12167388d2369e23959bf06d2c9f8.jpg,./data/base_data/misc_int/0916e04d3dc12167388d2369e23959bf06d2c9f8.jpg,./data/base_data/uncertain/0916e04d3dc12167388d2369e23959bf06d2c9f8.jpg
385,089b7bc0a4b7a68f9fc9e1bf51558567e0c0f328,exclude,misc_int,uncertain,089b7bc0a4b7a68f9fc9e1bf51558567e0c0f328.jpg,./data/base_data/exclude/089b7bc0a4b7a68f9fc9e1bf51558567e0c0f328.jpg,./data/base_data/misc_int/089b7bc0a4b7a68f9fc9e1bf51558567e0c0f328.jpg,./data/base_data/uncertain/089b7bc0a4b7a68f9fc9e1bf51558567e0c0f328.jpg
478,29d5de6732a5b8ad0488924d9e44cd8c94d2c569,exclude,bedroom,uncertain,29d5de6732a5b8ad0488924d9e44cd8c94d2c569.jpg,./data/base_data/exclude/29d5de6732a5b8ad0488924d9e44cd8c94d2c569.jpg,./data/base_data/bedroom/29d5de6732a5b8ad0488924d9e44cd8c94d2c569.jpg,./data/base_data/uncertain/29d5de6732a5b8ad0488924d9e44cd8c94d2c569.jpg
91,05cc91249666961dddac850be5a4c68bacd586bc,exclude,misc_ext,uncertain,05cc91249666961dddac850be5a4c68bacd586bc.jpg,./data/base_data/exclude/05cc91249666961dddac850be5a4c68bacd586bc.jpg,./data/base_data/misc_ext/05cc91249666961dddac850be5a4c68bacd586bc.jpg,./data/base_data/uncertain/05cc91249666961dddac850be5a4c68bacd586bc.jpg
324,080d60ac740e34a4bdbcb766f5b4d6a931d370f0,exclude,misc_ext,uncertain,080d60ac740e34a4bdbcb766f5b4d6a931d370f0.jpg,./data/base_data/exclude/080d60ac740e34a4bdbcb766f5b4d6a931d370f0.jpg,./data/base_data/misc_ext/080d60ac740e34a4bdbcb766f5b4d6a931d370f0.jpg,./data/base_data/uncertain/080d60ac740e34a4bdbcb766f5b4d6a931d370f0.jpg
250,075af6bd08cfa8df307c7db55530eb086bab724d,exclude,misc_int,uncertain,075af6bd08cfa8df307c7db55530eb086bab724d.jpg,./data/base_data/exclude/075af6bd08cfa8df307c7db55530eb086bab724d.jpg,./data/base_data/misc_int/075af6bd08cfa8df307c7db55530eb086bab724d.jpg,./data/base_data/uncertain/075af6bd08cfa8df307c7db55530eb086bab724d.jpg
365,087b769ecdda012478dbb21d6c79e63e8178c9a7,exclude,misc_ext,uncertain,087b769ecdda012478dbb21d6c79e63e8178c9a7.jpg,./data/base_data/exclude/087b769ecdda012478dbb21d6c79e63e8178c9a7.jpg,./data/base_data/misc_ext/087b769ecdda012478dbb21d6c79e63e8178c9a7.jpg,./data/base_data/uncertain/087b769ecdda012478dbb21d6c79e63e8178c9a7.jpg
385,089b7bc0a4b7a68f9fc9e1bf51558567e0c0f328,exclude,misc_int,uncertain,089b7bc0a4b7a68f9fc9e1bf51558567e0c0f328.jpg,./data/base_data/exclude/089b7bc0a4b7a68f9fc9e1bf51558567e0c0f328.jpg,./data/base_data/misc_int/089b7bc0a4b7a68f9fc9e1bf51558567e0c0f328.jpg,./data/base_data/uncertain/089b7bc0a4b7a68f9fc9e1bf51558567e0c0f328.jpg
52,056db3637dcca6dd50591c5918ee09d99411037b,exclude,misc_int,uncertain,056db3637dcca6dd50591c5918ee09d99411037b.jpg,./data/base_data/exclude/056db3637dcca6dd50591c5918ee09d99411037b.jpg,./data/base_data/misc_int/056db3637dcca6dd50591c5918ee09d99411037b.jpg,./data/base_data/uncertain/056db3637dcca6dd50591c5918ee09d99411037b.jpg
211,06f8f4294a8b14cc97107be282542d4c5edbd750,exclude,diningroom,uncertain,06f8f4294a8b14cc97107be282542d4c5edbd750.jpg,./data/base_data/exclude/06f8f4294a8b14cc97107be282542d4c5edbd750.jpg,./data/base_data/diningroom/06f8f4294a8b14cc97107be282542d4c5edbd750.jpg,./data/base_data/uncertain/06f8f4294a8b14cc97107be282542d4c5edbd750.jpg
