,id,room_reclass,room_base,room_uncertain,filename,image_path_reclass,image_path_base,image_path_uncertain
464,1072fbea824eff3de2d4afbbb943c85fea108749,diningroom,livingroom,uncertain,1072fbea824eff3de2d4afbbb943c85fea108749.jpg,./data/base_data/diningroom/1072fbea824eff3de2d4afbbb943c85fea108749.jpg,./data/base_data/livingroom/1072fbea824eff3de2d4afbbb943c85fea108749.jpg,./data/base_data/uncertain/1072fbea824eff3de2d4afbbb943c85fea108749.jpg
233,072df7d867d957789b6d17127576d5c1ffb4fb72,carpark,rear,uncertain,072df7d867d957789b6d17127576d5c1ffb4fb72.jpg,./data/base_data/carpark/072df7d867d957789b6d17127576d5c1ffb4fb72.jpg,./data/base_data/rear/072df7d867d957789b6d17127576d5c1ffb4fb72.jpg,./data/base_data/uncertain/072df7d867d957789b6d17127576d5c1ffb4fb72.jpg
451,093cc9ef268d2a4e6fceac17c568228ab810fdf8,misc_ext,misc_int,uncertain,093cc9ef268d2a4e6fceac17c568228ab810fdf8.jpg,./data/base_data/misc_ext/093cc9ef268d2a4e6fceac17c568228ab810fdf8.jpg,./data/base_data/misc_int/093cc9ef268d2a4e6fceac17c568228ab810fdf8.jpg,./data/base_data/uncertain/093cc9ef268d2a4e6fceac17c568228ab810fdf8.jpg
83,05b8081e2d63c70b82619357e4f5da41378c212d,garden,misc_ext,uncertain,05b8081e2d63c70b82619357e4f5da41378c212d.jpg,./data/base_data/garden/05b8081e2d63c70b82619357e4f5da41378c212d.jpg,./data/base_data/misc_ext/05b8081e2d63c70b82619357e4f5da41378c212d.jpg,./data/base_data/uncertain/05b8081e2d63c70b82619357e4f5da41378c212d.jpg
183,06c21d15daa7f00e4f8617ff75d7dcd704c92fcd,garden,misc_ext,uncertain,06c21d15daa7f00e4f8617ff75d7dcd704c92fcd.jpg,./data/base_data/garden/06c21d15daa7f00e4f8617ff75d7dcd704c92fcd.jpg,./data/base_data/misc_ext/06c21d15daa7f00e4f8617ff75d7dcd704c92fcd.jpg,./data/base_data/uncertain/06c21d15daa7f00e4f8617ff75d7dcd704c92fcd.jpg
463,1008e11d07fc27c08199cd01a33ed2cd46583d59,kitchen,diningroom,uncertain,1008e11d07fc27c08199cd01a33ed2cd46583d59.jpg,./data/base_data/kitchen/1008e11d07fc27c08199cd01a33ed2cd46583d59.jpg,./data/base_data/diningroom/1008e11d07fc27c08199cd01a33ed2cd46583d59.jpg,./data/base_data/uncertain/1008e11d07fc27c08199cd01a33ed2cd46583d59.jpg
105,05ffa8d7b5cceef2494e0e25bbe00b80b547ba43,misc_int,entrance,uncertain,05ffa8d7b5cceef2494e0e25bbe00b80b547ba43.jpg,./data/base_data/misc_int/05ffa8d7b5cceef2494e0e25bbe00b80b547ba43.jpg,./data/base_data/entrance/05ffa8d7b5cceef2494e0e25bbe00b80b547ba43.jpg,./data/base_data/uncertain/05ffa8d7b5cceef2494e0e25bbe00b80b547ba43.jpg
481,2acb41f245eadc03ae9c4bc1fd42933417e2f2f9,misc_ext,front,uncertain,2acb41f245eadc03ae9c4bc1fd42933417e2f2f9.jpg,./data/base_data/misc_ext/2acb41f245eadc03ae9c4bc1fd42933417e2f2f9.jpg,./data/base_data/front/2acb41f245eadc03ae9c4bc1fd42933417e2f2f9.jpg,./data/base_data/uncertain/2acb41f245eadc03ae9c4bc1fd42933417e2f2f9.jpg
313,07f050f80d5ad16935e032489307a666d1e45ba5,bedroom,misc_int,uncertain,07f050f80d5ad16935e032489307a666d1e45ba5.jpg,./data/base_data/bedroom/07f050f80d5ad16935e032489307a666d1e45ba5.jpg,./data/base_data/misc_int/07f050f80d5ad16935e032489307a666d1e45ba5.jpg,./data/base_data/uncertain/07f050f80d5ad16935e032489307a666d1e45ba5.jpg
425,08fb18bf56531f44eefa33bb22ec94c56546a580,graphic,misc_int,uncertain,08fb18bf56531f44eefa33bb22ec94c56546a580.jpg,./data/base_data/graphic/08fb18bf56531f44eefa33bb22ec94c56546a580.jpg,./data/base_data/misc_int/08fb18bf56531f44eefa33bb22ec94c56546a580.jpg,./data/base_data/uncertain/08fb18bf56531f44eefa33bb22ec94c56546a580.jpg
133,06500d55f0e88e95ad656a8089ba6083a5d2f01f,misc_int,empty,uncertain,06500d55f0e88e95ad656a8089ba6083a5d2f01f.jpg,./data/base_data/misc_int/06500d55f0e88e95ad656a8089ba6083a5d2f01f.jpg,./data/base_data/empty/06500d55f0e88e95ad656a8089ba6083a5d2f01f.jpg,./data/base_data/uncertain/06500d55f0e88e95ad656a8089ba6083a5d2f01f.jpg
254,0765f8374dda7bc778f65202b1272c34f32b059a,bedroom,livingroom,uncertain,0765f8374dda7bc778f65202b1272c34f32b059a.jpg,./data/base_data/bedroom/0765f8374dda7bc778f65202b1272c34f32b059a.jpg,./data/base_data/livingroom/0765f8374dda7bc778f65202b1272c34f32b059a.jpg,./data/base_data/uncertain/0765f8374dda7bc778f65202b1272c34f32b059a.jpg
38,054c71b2032ea0cd8cf13dcb8e04d6bb4a22aca8,misc_int,misc_int,uncertain,054c71b2032ea0cd8cf13dcb8e04d6bb4a22aca8.jpg,./data/base_data/misc_int/054c71b2032ea0cd8cf13dcb8e04d6bb4a22aca8.jpg,./data/base_data/misc_int/054c71b2032ea0cd8cf13dcb8e04d6bb4a22aca8.jpg,./data/base_data/uncertain/054c71b2032ea0cd8cf13dcb8e04d6bb4a22aca8.jpg
116,06205c7fbcb0bf4d86a125d22d39408cb848c14b,diningroom,kitchen,uncertain,06205c7fbcb0bf4d86a125d22d39408cb848c14b.jpg,./data/base_data/diningroom/06205c7fbcb0bf4d86a125d22d39408cb848c14b.jpg,./data/base_data/kitchen/06205c7fbcb0bf4d86a125d22d39408cb848c14b.jpg,./data/base_data/uncertain/06205c7fbcb0bf4d86a125d22d39408cb848c14b.jpg
265,078027b8b5d7080361861dee993b8ba792cf4722,graphic,misc_ext,uncertain,078027b8b5d7080361861dee993b8ba792cf4722.jpg,./data/base_data/graphic/078027b8b5d7080361861dee993b8ba792cf4722.jpg,./data/base_data/misc_ext/078027b8b5d7080361861dee993b8ba792cf4722.jpg,./data/base_data/uncertain/078027b8b5d7080361861dee993b8ba792cf4722.jpg
3,0232125f31767e2638c31b5837a73695f9a7c379,misc_int,study,uncertain,0232125f31767e2638c31b5837a73695f9a7c379.jpg,./data/base_data/misc_int/0232125f31767e2638c31b5837a73695f9a7c379.jpg,./data/base_data/study/0232125f31767e2638c31b5837a73695f9a7c379.jpg,./data/base_data/uncertain/0232125f31767e2638c31b5837a73695f9a7c379.jpg
370,0883eee7f285e363cf994b5afe24d5bdfc4d435f,misc_ext,misc_int,uncertain,0883eee7f285e363cf994b5afe24d5bdfc4d435f.jpg,./data/base_data/misc_ext/0883eee7f285e363cf994b5afe24d5bdfc4d435f.jpg,./data/base_data/misc_int/0883eee7f285e363cf994b5afe24d5bdfc4d435f.jpg,./data/base_data/uncertain/0883eee7f285e363cf994b5afe24d5bdfc4d435f.jpg
328,08153d750c25fbcfb140681ec95042d7eff49142,bedroom,diningroom,uncertain,08153d750c25fbcfb140681ec95042d7eff49142.jpg,./data/base_data/bedroom/08153d750c25fbcfb140681ec95042d7eff49142.jpg,./data/base_data/diningroom/08153d750c25fbcfb140681ec95042d7eff49142.jpg,./data/base_data/uncertain/08153d750c25fbcfb140681ec95042d7eff49142.jpg
378,08934c80f1022f2212d10596dc4d48a1ec94784f,graphic,misc_int,uncertain,08934c80f1022f2212d10596dc4d48a1ec94784f.jpg,./data/base_data/graphic/08934c80f1022f2212d10596dc4d48a1ec94784f.jpg,./data/base_data/misc_int/08934c80f1022f2212d10596dc4d48a1ec94784f.jpg,./data/base_data/uncertain/08934c80f1022f2212d10596dc4d48a1ec94784f.jpg
364,087aa1ae55df2ee7d2622ef2ba9b276851eaf7af,misc_ext,misc_int,uncertain,087aa1ae55df2ee7d2622ef2ba9b276851eaf7af.jpg,./data/base_data/misc_ext/087aa1ae55df2ee7d2622ef2ba9b276851eaf7af.jpg,./data/base_data/misc_int/087aa1ae55df2ee7d2622ef2ba9b276851eaf7af.jpg,./data/base_data/uncertain/087aa1ae55df2ee7d2622ef2ba9b276851eaf7af.jpg
264,077c12c944933f3ba55376c289beffbbc9e86a73,exclude,study,uncertain,077c12c944933f3ba55376c289beffbbc9e86a73.jpg,./data/base_data/exclude/077c12c944933f3ba55376c289beffbbc9e86a73.jpg,./data/base_data/study/077c12c944933f3ba55376c289beffbbc9e86a73.jpg,./data/base_data/uncertain/077c12c944933f3ba55376c289beffbbc9e86a73.jpg
421,08ecfd3a3e044ec1cb5d743e0b38afcb9611c239,graphic,misc_int,uncertain,08ecfd3a3e044ec1cb5d743e0b38afcb9611c239.jpg,./data/base_data/graphic/08ecfd3a3e044ec1cb5d743e0b38afcb9611c239.jpg,./data/base_data/misc_int/08ecfd3a3e044ec1cb5d743e0b38afcb9611c239.jpg,./data/base_data/uncertain/08ecfd3a3e044ec1cb5d743e0b38afcb9611c239.jpg
