,id,room_reclass,room_base,room_uncertain,filename,image_path_reclass,image_path_base,image_path_uncertain
476,298ee5f31d8bc385a4a85c4997f34bb6fd05b119,diningroom,kitchen,uncertain,298ee5f31d8bc385a4a85c4997f34bb6fd05b119.jpg,./data/base_data/diningroom/298ee5f31d8bc385a4a85c4997f34bb6fd05b119.jpg,./data/base_data/kitchen/298ee5f31d8bc385a4a85c4997f34bb6fd05b119.jpg,./data/base_data/uncertain/298ee5f31d8bc385a4a85c4997f34bb6fd05b119.jpg
230,0723347c492bb7662cf823b10bd992d37a889d90,exclude,misc_int,uncertain,0723347c492bb7662cf823b10bd992d37a889d90.jpg,./data/base_data/exclude/0723347c492bb7662cf823b10bd992d37a889d90.jpg,./data/base_data/misc_int/0723347c492bb7662cf823b10bd992d37a889d90.jpg,./data/base_data/uncertain/0723347c492bb7662cf823b10bd992d37a889d90.jpg
88,05c2faf23b6ca115ab517b8e0bf6c3c3d75b926d,misc_int,misc_ext,uncertain,05c2faf23b6ca115ab517b8e0bf6c3c3d75b926d.jpg,./data/base_data/misc_int/05c2faf23b6ca115ab517b8e0bf6c3c3d75b926d.jpg,./data/base_data/misc_ext/05c2faf23b6ca115ab517b8e0bf6c3c3d75b926d.jpg,./data/base_data/uncertain/05c2faf23b6ca115ab517b8e0bf6c3c3d75b926d.jpg
208,06f28e3cf648cdcb5b412754bc54d5876faba8db,diningroom,kitchen,uncertain,06f28e3cf648cdcb5b412754bc54d5876faba8db.jpg,./data/base_data/diningroom/06f28e3cf648cdcb5b412754bc54d5876faba8db.jpg,./data/base_data/kitchen/06f28e3cf648cdcb5b412754bc54d5876faba8db.jpg,./data/base_data/uncertain/06f28e3cf648cdcb5b412754bc54d5876faba8db.jpg
66,058837eab1ff0a175d794efba77177e90580177b,graphic,misc_ext,uncertain,058837eab1ff0a175d794efba77177e90580177b.jpg,./data/base_data/graphic/058837eab1ff0a175d794efba77177e90580177b.jpg,./data/base_data/misc_ext/058837eab1ff0a175d794efba77177e90580177b.jpg,./data/base_data/uncertain/058837eab1ff0a175d794efba77177e90580177b.jpg
116,06205c7fbcb0bf4d86a125d22d39408cb848c14b,diningroom,kitchen,uncertain,06205c7fbcb0bf4d86a125d22d39408cb848c14b.jpg,./data/base_data/diningroom/06205c7fbcb0bf4d86a125d22d39408cb848c14b.jpg,./data/base_data/kitchen/06205c7fbcb0bf4d86a125d22d39408cb848c14b.jpg,./data/base_data/uncertain/06205c7fbcb0bf4d86a125d22d39408cb848c14b.jpg
381,0896464d8b01ee4ebdb53242f5013a075ab279fc,diningroom,livingroom,uncertain,0896464d8b01ee4ebdb53242f5013a075ab279fc.jpg,./data/base_data/diningroom/0896464d8b01ee4ebdb53242f5013a075ab279fc.jpg,./data/base_data/livingroom/0896464d8b01ee4ebdb53242f5013a075ab279fc.jpg,./data/base_data/uncertain/0896464d8b01ee4ebdb53242f5013a075ab279fc.jpg
183,06c21d15daa7f00e4f8617ff75d7dcd704c92fcd,garden,misc_ext,uncertain,06c21d15daa7f00e4f8617ff75d7dcd704c92fcd.jpg,./data/base_data/garden/06c21d15daa7f00e4f8617ff75d7dcd704c92fcd.jpg,./data/base_data/misc_ext/06c21d15daa7f00e4f8617ff75d7dcd704c92fcd.jpg,./data/base_data/uncertain/06c21d15daa7f00e4f8617ff75d7dcd704c92fcd.jpg
32,053ba3c51767e338345fb562164704f0c8f4fade,garden,misc_ext,uncertain,053ba3c51767e338345fb562164704f0c8f4fade.jpg,./data/base_data/garden/053ba3c51767e338345fb562164704f0c8f4fade.jpg,./data/base_data/misc_ext/053ba3c51767e338345fb562164704f0c8f4fade.jpg,./data/base_data/uncertain/053ba3c51767e338345fb562164704f0c8f4fade.jpg
252,07601f922d738c5aad7e95ce8e6248cbba335396,misc_ext,rear,uncertain,07601f922d738c5aad7e95ce8e6248cbba335396.jpg,./data/base_data/misc_ext/07601f922d738c5aad7e95ce8e6248cbba335396.jpg,./data/base_data/rear/07601f922d738c5aad7e95ce8e6248cbba335396.jpg,./data/base_data/uncertain/07601f922d738c5aad7e95ce8e6248cbba335396.jpg
81,05b5840d348d75a6b4b02c4bbbedc07114ab21df,bedroom,misc_int,uncertain,05b5840d348d75a6b4b02c4bbbedc07114ab21df.jpg,./data/base_data/bedroom/05b5840d348d75a6b4b02c4bbbedc07114ab21df.jpg,./data/base_data/misc_int/05b5840d348d75a6b4b02c4bbbedc07114ab21df.jpg,./data/base_data/uncertain/05b5840d348d75a6b4b02c4bbbedc07114ab21df.jpg
159,069d2ed14adb054c0ba4638f74a18213cd596887,front,rear,uncertain,069d2ed14adb054c0ba4638f74a18213cd596887.jpg,./data/base_data/front/069d2ed14adb054c0ba4638f74a18213cd596887.jpg,./data/base_data/rear/069d2ed14adb054c0ba4638f74a18213cd596887.jpg,./data/base_data/uncertain/069d2ed14adb054c0ba4638f74a18213cd596887.jpg
