,id,room_uncertain,room_base,filename,image_path_uncertain,image_path_base
14,050c06ab0d04e68bb4d87801ada0d6f7f0afea19,uncertain,misc_ext,050c06ab0d04e68bb4d87801ada0d6f7f0afea19.jpg,./data/base_data/uncertain/050c06ab0d04e68bb4d87801ada0d6f7f0afea19.jpg,./data/base_data/misc_ext/050c06ab0d04e68bb4d87801ada0d6f7f0afea19.jpg
15,050dfbf6c0466c8d810e68caa3dc31380c4635ec,uncertain,misc_ext,050dfbf6c0466c8d810e68caa3dc31380c4635ec.jpg,./data/base_data/uncertain/050dfbf6c0466c8d810e68caa3dc31380c4635ec.jpg,./data/base_data/misc_ext/050dfbf6c0466c8d810e68caa3dc31380c4635ec.jpg
16,05156edd37189ea406f61251a28b362bc7ad253e,uncertain,misc_ext,05156edd37189ea406f61251a28b362bc7ad253e.jpg,./data/base_data/uncertain/05156edd37189ea406f61251a28b362bc7ad253e.jpg,./data/base_data/misc_ext/05156edd37189ea406f61251a28b362bc7ad253e.jpg
17,05164ba755d3a387e0bca1cec9b29e63be011820,uncertain,misc_int,05164ba755d3a387e0bca1cec9b29e63be011820.jpg,./data/base_data/uncertain/05164ba755d3a387e0bca1cec9b29e63be011820.jpg,./data/base_data/misc_int/05164ba755d3a387e0bca1cec9b29e63be011820.jpg
18,05175b78447322216f40eec6e03771a890d83c56,uncertain,kitchen,05175b78447322216f40eec6e03771a890d83c56.jpg,./data/base_data/uncertain/05175b78447322216f40eec6e03771a890d83c56.jpg,./data/base_data/kitchen/05175b78447322216f40eec6e03771a890d83c56.jpg
19,05182e03a5b431bab5e443ab9ab3adbe351f4c19,uncertain,livingroom,05182e03a5b431bab5e443ab9ab3adbe351f4c19.jpg,./data/base_data/uncertain/05182e03a5b431bab5e443ab9ab3adbe351f4c19.jpg,./data/base_data/livingroom/05182e03a5b431bab5e443ab9ab3adbe351f4c19.jpg
20,05198d093a2f5f87e0632f541fba2a8017382bc2,uncertain,misc_ext,05198d093a2f5f87e0632f541fba2a8017382bc2.jpg,./data/base_data/uncertain/05198d093a2f5f87e0632f541fba2a8017382bc2.jpg,./data/base_data/misc_ext/05198d093a2f5f87e0632f541fba2a8017382bc2.jpg
21,051be32ff67b5b03f65050e7ab6e092814ef9a5c,uncertain,misc_int,051be32ff67b5b03f65050e7ab6e092814ef9a5c.jpg,./data/base_data/uncertain/051be32ff67b5b03f65050e7ab6e092814ef9a5c.jpg,./data/base_data/misc_int/051be32ff67b5b03f65050e7ab6e092814ef9a5c.jpg
22,051ec4aaeb98884ba41dfcb5b0ee35b25336fb99,uncertain,kitchen,051ec4aaeb98884ba41dfcb5b0ee35b25336fb99.jpg,./data/base_data/uncertain/051ec4aaeb98884ba41dfcb5b0ee35b25336fb99.jpg,./data/base_data/kitchen/051ec4aaeb98884ba41dfcb5b0ee35b25336fb99.jpg
23,0527a508282df96121ace256724eacf1d56f231c,uncertain,misc_ext,0527a508282df96121ace256724eacf1d56f231c.jpg,./data/base_data/uncertain/0527a508282df96121ace256724eacf1d56f231c.jpg,./data/base_data/misc_ext/0527a508282df96121ace256724eacf1d56f231c.jpg
24,052a37531b447a7db1132837db6f61c212bee3aa,uncertain,kitchen,052a37531b447a7db1132837db6f61c212bee3aa.jpg,./data/base_data/uncertain/052a37531b447a7db1132837db6f61c212bee3aa.jpg,./data/base_data/kitchen/052a37531b447a7db1132837db6f61c212bee3aa.jpg
25,052a60bfa19903a9660913f744708af3adb7b7db,uncertain,kitchen,052a60bfa19903a9660913f744708af3adb7b7db.jpg,./data/base_data/uncertain/052a60bfa19903a9660913f744708af3adb7b7db.jpg,./data/base_data/kitchen/052a60bfa19903a9660913f744708af3adb7b7db.jpg
26,052f8c34ffe8df93087ad390056f5777623a3def,uncertain,misc_ext,052f8c34ffe8df93087ad390056f5777623a3def.jpg,./data/base_data/uncertain/052f8c34ffe8df93087ad390056f5777623a3def.jpg,./data/base_data/misc_ext/052f8c34ffe8df93087ad390056f5777623a3def.jpg
27,05325ec41c8e4d8ad6f4d4cbd071fd902ab357b4,uncertain,kitchen,05325ec41c8e4d8ad6f4d4cbd071fd902ab357b4.jpg,./data/base_data/uncertain/05325ec41c8e4d8ad6f4d4cbd071fd902ab357b4.jpg,./data/base_data/kitchen/05325ec41c8e4d8ad6f4d4cbd071fd902ab357b4.jpg
28,053321bd200c9529d04a3edd7498510996baa90e,uncertain,misc_int,053321bd200c9529d04a3edd7498510996baa90e.jpg,./data/base_data/uncertain/053321bd200c9529d04a3edd7498510996baa90e.jpg,./data/base_data/misc_int/053321bd200c9529d04a3edd7498510996baa90e.jpg
29,05341ca86ea7f4ad5b11fb3b07adf320749448b1,uncertain,livingroom,05341ca86ea7f4ad5b11fb3b07adf320749448b1.jpg,./data/base_data/uncertain/05341ca86ea7f4ad5b11fb3b07adf320749448b1.jpg,./data/base_data/livingroom/05341ca86ea7f4ad5b11fb3b07adf320749448b1.jpg
30,05360c8b231c7554f6e50eed8045a70c7fc01561,uncertain,misc_ext,05360c8b231c7554f6e50eed8045a70c7fc01561.jpg,./data/base_data/uncertain/05360c8b231c7554f6e50eed8045a70c7fc01561.jpg,./data/base_data/misc_ext/05360c8b231c7554f6e50eed8045a70c7fc01561.jpg
31,0536c9b06e3cbdc9d774452b0cfe9b93c16862cd,uncertain,study,0536c9b06e3cbdc9d774452b0cfe9b93c16862cd.jpg,./data/base_data/uncertain/0536c9b06e3cbdc9d774452b0cfe9b93c16862cd.jpg,./data/base_data/study/0536c9b06e3cbdc9d774452b0cfe9b93c16862cd.jpg
32,053ba3c51767e338345fb562164704f0c8f4fade,uncertain,misc_ext,053ba3c51767e338345fb562164704f0c8f4fade.jpg,./data/base_data/uncertain/053ba3c51767e338345fb562164704f0c8f4fade.jpg,./data/base_data/misc_ext/053ba3c51767e338345fb562164704f0c8f4fade.jpg
33,053c67d5557f421612e44ba2c30390c512988615,uncertain,study,053c67d5557f421612e44ba2c30390c512988615.jpg,./data/base_data/uncertain/053c67d5557f421612e44ba2c30390c512988615.jpg,./data/base_data/study/053c67d5557f421612e44ba2c30390c512988615.jpg
34,05401eda015b8ff5d32e093ed510f6eef382b0eb,uncertain,misc_int,05401eda015b8ff5d32e093ed510f6eef382b0eb.jpg,./data/base_data/uncertain/05401eda015b8ff5d32e093ed510f6eef382b0eb.jpg,./data/base_data/misc_int/05401eda015b8ff5d32e093ed510f6eef382b0eb.jpg
35,05452fee750f1e59a9e445ba1d4dd1c453f6d4aa,uncertain,misc_ext,05452fee750f1e59a9e445ba1d4dd1c453f6d4aa.jpg,./data/base_data/uncertain/05452fee750f1e59a9e445ba1d4dd1c453f6d4aa.jpg,./data/base_data/misc_ext/05452fee750f1e59a9e445ba1d4dd1c453f6d4aa.jpg
36,05461de4ce836b1b7cb1747af5909f6ef8e1dcbb,uncertain,misc_ext,05461de4ce836b1b7cb1747af5909f6ef8e1dcbb.jpg,./data/base_data/uncertain/05461de4ce836b1b7cb1747af5909f6ef8e1dcbb.jpg,./data/base_data/misc_ext/05461de4ce836b1b7cb1747af5909f6ef8e1dcbb.jpg
37,054afda42e3f2e577ece870cd2821156ff2151a9,uncertain,misc_int,054afda42e3f2e577ece870cd2821156ff2151a9.jpg,./data/base_data/uncertain/054afda42e3f2e577ece870cd2821156ff2151a9.jpg,./data/base_data/misc_int/054afda42e3f2e577ece870cd2821156ff2151a9.jpg
38,054c71b2032ea0cd8cf13dcb8e04d6bb4a22aca8,uncertain,misc_int,054c71b2032ea0cd8cf13dcb8e04d6bb4a22aca8.jpg,./data/base_data/uncertain/054c71b2032ea0cd8cf13dcb8e04d6bb4a22aca8.jpg,./data/base_data/misc_int/054c71b2032ea0cd8cf13dcb8e04d6bb4a22aca8.jpg
39,0551c5c22af07e8415df25737180a04e09174bf5,uncertain,misc_int,0551c5c22af07e8415df25737180a04e09174bf5.jpg,./data/base_data/uncertain/0551c5c22af07e8415df25737180a04e09174bf5.jpg,./data/base_data/misc_int/0551c5c22af07e8415df25737180a04e09174bf5.jpg
40,05520a62c4ac29dbaa83f68b62b9492ad072835a,uncertain,misc_int,05520a62c4ac29dbaa83f68b62b9492ad072835a.jpg,./data/base_data/uncertain/05520a62c4ac29dbaa83f68b62b9492ad072835a.jpg,./data/base_data/misc_int/05520a62c4ac29dbaa83f68b62b9492ad072835a.jpg
41,05531b285fd07946c09d21939f98f5f7b18c1325,uncertain,misc_int,05531b285fd07946c09d21939f98f5f7b18c1325.jpg,./data/base_data/uncertain/05531b285fd07946c09d21939f98f5f7b18c1325.jpg,./data/base_data/misc_int/05531b285fd07946c09d21939f98f5f7b18c1325.jpg
42,055414d7288476a5b258b4964c6fd7ed597e981b,uncertain,rear,055414d7288476a5b258b4964c6fd7ed597e981b.jpg,./data/base_data/uncertain/055414d7288476a5b258b4964c6fd7ed597e981b.jpg,./data/base_data/rear/055414d7288476a5b258b4964c6fd7ed597e981b.jpg
43,05554d549ac6908e55ed1022c5a7a9ebffa17598,uncertain,kitchen,05554d549ac6908e55ed1022c5a7a9ebffa17598.jpg,./data/base_data/uncertain/05554d549ac6908e55ed1022c5a7a9ebffa17598.jpg,./data/base_data/kitchen/05554d549ac6908e55ed1022c5a7a9ebffa17598.jpg
44,05558322886c412e531a7b52e854257c2983fb62,uncertain,misc_ext,05558322886c412e531a7b52e854257c2983fb62.jpg,./data/base_data/uncertain/05558322886c412e531a7b52e854257c2983fb62.jpg,./data/base_data/misc_ext/05558322886c412e531a7b52e854257c2983fb62.jpg
45,0556c265e277f6c4035c00eb57aa3b51db5637c5,uncertain,kitchen,0556c265e277f6c4035c00eb57aa3b51db5637c5.jpg,./data/base_data/uncertain/0556c265e277f6c4035c00eb57aa3b51db5637c5.jpg,./data/base_data/kitchen/0556c265e277f6c4035c00eb57aa3b51db5637c5.jpg
46,055a2a97a6263909061e299229c1b7519d491942,uncertain,kitchen,055a2a97a6263909061e299229c1b7519d491942.jpg,./data/base_data/uncertain/055a2a97a6263909061e299229c1b7519d491942.jpg,./data/base_data/kitchen/055a2a97a6263909061e299229c1b7519d491942.jpg
47,055ce8cbd21f2e13a257e705481dc2e9d4618e5f,uncertain,empty,055ce8cbd21f2e13a257e705481dc2e9d4618e5f.jpg,./data/base_data/uncertain/055ce8cbd21f2e13a257e705481dc2e9d4618e5f.jpg,./data/base_data/empty/055ce8cbd21f2e13a257e705481dc2e9d4618e5f.jpg
48,055fb5407879d95dae24b8e3788e77eef1e85e8d,uncertain,misc_ext,055fb5407879d95dae24b8e3788e77eef1e85e8d.jpg,./data/base_data/uncertain/055fb5407879d95dae24b8e3788e77eef1e85e8d.jpg,./data/base_data/misc_ext/055fb5407879d95dae24b8e3788e77eef1e85e8d.jpg
49,05600a5a9ff9a760d204b696c9ca80d87ac953a5,uncertain,misc_ext,05600a5a9ff9a760d204b696c9ca80d87ac953a5.jpg,./data/base_data/uncertain/05600a5a9ff9a760d204b696c9ca80d87ac953a5.jpg,./data/base_data/misc_ext/05600a5a9ff9a760d204b696c9ca80d87ac953a5.jpg
50,0566505004ff70ca717e1d045054d045fd6285af,uncertain,misc_ext,0566505004ff70ca717e1d045054d045fd6285af.jpg,./data/base_data/uncertain/0566505004ff70ca717e1d045054d045fd6285af.jpg,./data/base_data/misc_ext/0566505004ff70ca717e1d045054d045fd6285af.jpg
51,056b522f54f605f44060cb7c30653f023fc74104,uncertain,misc_ext,056b522f54f605f44060cb7c30653f023fc74104.jpg,./data/base_data/uncertain/056b522f54f605f44060cb7c30653f023fc74104.jpg,./data/base_data/misc_ext/056b522f54f605f44060cb7c30653f023fc74104.jpg
52,056db3637dcca6dd50591c5918ee09d99411037b,uncertain,misc_int,056db3637dcca6dd50591c5918ee09d99411037b.jpg,./data/base_data/uncertain/056db3637dcca6dd50591c5918ee09d99411037b.jpg,./data/base_data/misc_int/056db3637dcca6dd50591c5918ee09d99411037b.jpg
53,056e079488a94bc7dcc972431faa54b64daf5b58,uncertain,misc_ext,056e079488a94bc7dcc972431faa54b64daf5b58.jpg,./data/base_data/uncertain/056e079488a94bc7dcc972431faa54b64daf5b58.jpg,./data/base_data/misc_ext/056e079488a94bc7dcc972431faa54b64daf5b58.jpg
54,056ef388a21f5d546d4ffe6a8a72e5b5e7f69e83,uncertain,misc_int,056ef388a21f5d546d4ffe6a8a72e5b5e7f69e83.jpg,./data/base_data/uncertain/056ef388a21f5d546d4ffe6a8a72e5b5e7f69e83.jpg,./data/base_data/misc_int/056ef388a21f5d546d4ffe6a8a72e5b5e7f69e83.jpg
55,05708000c6d1e19f30a8a606cc753397f2aac3a9,uncertain,livingroom,05708000c6d1e19f30a8a606cc753397f2aac3a9.jpg,./data/base_data/uncertain/05708000c6d1e19f30a8a606cc753397f2aac3a9.jpg,./data/base_data/livingroom/05708000c6d1e19f30a8a606cc753397f2aac3a9.jpg
56,0572006cd8f56347c6c728e4cc082b8549659990,uncertain,study,0572006cd8f56347c6c728e4cc082b8549659990.jpg,./data/base_data/uncertain/0572006cd8f56347c6c728e4cc082b8549659990.jpg,./data/base_data/study/0572006cd8f56347c6c728e4cc082b8549659990.jpg
57,0572643c722ba726fe47e4b361219dfd3263e26b,uncertain,misc_int,0572643c722ba726fe47e4b361219dfd3263e26b.jpg,./data/base_data/uncertain/0572643c722ba726fe47e4b361219dfd3263e26b.jpg,./data/base_data/misc_int/0572643c722ba726fe47e4b361219dfd3263e26b.jpg
58,0572ca5703a550e16c0d5d1b286ae1ce3b53c886,uncertain,misc_ext,0572ca5703a550e16c0d5d1b286ae1ce3b53c886.jpg,./data/base_data/uncertain/0572ca5703a550e16c0d5d1b286ae1ce3b53c886.jpg,./data/base_data/misc_ext/0572ca5703a550e16c0d5d1b286ae1ce3b53c886.jpg
59,0572fa83fb968a2bbe0838e4853be3dfa86467fc,uncertain,rear,0572fa83fb968a2bbe0838e4853be3dfa86467fc.jpg,./data/base_data/uncertain/0572fa83fb968a2bbe0838e4853be3dfa86467fc.jpg,./data/base_data/rear/0572fa83fb968a2bbe0838e4853be3dfa86467fc.jpg
60,0574d4b70f92962a7e8405d7cb86a9b265700e84,uncertain,misc_ext,0574d4b70f92962a7e8405d7cb86a9b265700e84.jpg,./data/base_data/uncertain/0574d4b70f92962a7e8405d7cb86a9b265700e84.jpg,./data/base_data/misc_ext/0574d4b70f92962a7e8405d7cb86a9b265700e84.jpg
61,05771cc9cb262378945c846d142653b32646f53a,uncertain,misc_ext,05771cc9cb262378945c846d142653b32646f53a.jpg,./data/base_data/uncertain/05771cc9cb262378945c846d142653b32646f53a.jpg,./data/base_data/misc_ext/05771cc9cb262378945c846d142653b32646f53a.jpg
62,0579326057a8492d1625f124f4fcf6a82a98e61d,uncertain,entrance,0579326057a8492d1625f124f4fcf6a82a98e61d.jpg,./data/base_data/uncertain/0579326057a8492d1625f124f4fcf6a82a98e61d.jpg,./data/base_data/entrance/0579326057a8492d1625f124f4fcf6a82a98e61d.jpg
63,057f790e85a0992bc770968f240ccf9763b08d3e,uncertain,study,057f790e85a0992bc770968f240ccf9763b08d3e.jpg,./data/base_data/uncertain/057f790e85a0992bc770968f240ccf9763b08d3e.jpg,./data/base_data/study/057f790e85a0992bc770968f240ccf9763b08d3e.jpg
64,05820c06713af09c8d8fcea152837008bf797b4e,uncertain,kitchen,05820c06713af09c8d8fcea152837008bf797b4e.jpg,./data/base_data/uncertain/05820c06713af09c8d8fcea152837008bf797b4e.jpg,./data/base_data/kitchen/05820c06713af09c8d8fcea152837008bf797b4e.jpg
65,0584d44f304f7b5faea72faf050f7d4240f71f93,uncertain,diningroom,0584d44f304f7b5faea72faf050f7d4240f71f93.jpg,./data/base_data/uncertain/0584d44f304f7b5faea72faf050f7d4240f71f93.jpg,./data/base_data/diningroom/0584d44f304f7b5faea72faf050f7d4240f71f93.jpg
66,058837eab1ff0a175d794efba77177e90580177b,uncertain,misc_ext,058837eab1ff0a175d794efba77177e90580177b.jpg,./data/base_data/uncertain/058837eab1ff0a175d794efba77177e90580177b.jpg,./data/base_data/misc_ext/058837eab1ff0a175d794efba77177e90580177b.jpg
67,058cf6515e1a9e741641fdbc9b489842f0240271,uncertain,rear,058cf6515e1a9e741641fdbc9b489842f0240271.jpg,./data/base_data/uncertain/058cf6515e1a9e741641fdbc9b489842f0240271.jpg,./data/base_data/rear/058cf6515e1a9e741641fdbc9b489842f0240271.jpg
68,059345cc6d4d47efa8bd0dc309e05ca5f4d8d91d,uncertain,misc_ext,059345cc6d4d47efa8bd0dc309e05ca5f4d8d91d.jpg,./data/base_data/uncertain/059345cc6d4d47efa8bd0dc309e05ca5f4d8d91d.jpg,./data/base_data/misc_ext/059345cc6d4d47efa8bd0dc309e05ca5f4d8d91d.jpg
69,0593cd5abbe721de38aae3ce1876d4caacea3cf7,uncertain,misc_ext,0593cd5abbe721de38aae3ce1876d4caacea3cf7.jpg,./data/base_data/uncertain/0593cd5abbe721de38aae3ce1876d4caacea3cf7.jpg,./data/base_data/misc_ext/0593cd5abbe721de38aae3ce1876d4caacea3cf7.jpg
70,0593f2a3ab8af0a50ced44bfbe9ee14cf9df92e3,uncertain,misc_ext,0593f2a3ab8af0a50ced44bfbe9ee14cf9df92e3.jpg,./data/base_data/uncertain/0593f2a3ab8af0a50ced44bfbe9ee14cf9df92e3.jpg,./data/base_data/misc_ext/0593f2a3ab8af0a50ced44bfbe9ee14cf9df92e3.jpg
71,0595a3fa48e25268c3ddea9773d0c008a8bf3c83,uncertain,rear,0595a3fa48e25268c3ddea9773d0c008a8bf3c83.jpg,./data/base_data/uncertain/0595a3fa48e25268c3ddea9773d0c008a8bf3c83.jpg,./data/base_data/rear/0595a3fa48e25268c3ddea9773d0c008a8bf3c83.jpg
72,05960ff5e6157eb473372689b7f9b6a2959887db,uncertain,misc_ext,05960ff5e6157eb473372689b7f9b6a2959887db.jpg,./data/base_data/uncertain/05960ff5e6157eb473372689b7f9b6a2959887db.jpg,./data/base_data/misc_ext/05960ff5e6157eb473372689b7f9b6a2959887db.jpg
73,05976d9d1875b56e2e1e35b0dbf261ac88f758e7,uncertain,misc_int,05976d9d1875b56e2e1e35b0dbf261ac88f758e7.jpg,./data/base_data/uncertain/05976d9d1875b56e2e1e35b0dbf261ac88f758e7.jpg,./data/base_data/misc_int/05976d9d1875b56e2e1e35b0dbf261ac88f758e7.jpg
74,0597b8d45b7715cf78ce068a79c632dfabc3d5f5,uncertain,misc_int,0597b8d45b7715cf78ce068a79c632dfabc3d5f5.jpg,./data/base_data/uncertain/0597b8d45b7715cf78ce068a79c632dfabc3d5f5.jpg,./data/base_data/misc_int/0597b8d45b7715cf78ce068a79c632dfabc3d5f5.jpg
75,05a3eb97e29d74dc53b819191932cf9c565a39e7,uncertain,kitchen,05a3eb97e29d74dc53b819191932cf9c565a39e7.jpg,./data/base_data/uncertain/05a3eb97e29d74dc53b819191932cf9c565a39e7.jpg,./data/base_data/kitchen/05a3eb97e29d74dc53b819191932cf9c565a39e7.jpg
76,05a509d2a49119fe1a83d0b609ee5acb0656e749,uncertain,misc_int,05a509d2a49119fe1a83d0b609ee5acb0656e749.jpg,./data/base_data/uncertain/05a509d2a49119fe1a83d0b609ee5acb0656e749.jpg,./data/base_data/misc_int/05a509d2a49119fe1a83d0b609ee5acb0656e749.jpg
77,05a532b31cb8a3024052d625c9083d46e8acc440,uncertain,diningroom,05a532b31cb8a3024052d625c9083d46e8acc440.jpg,./data/base_data/uncertain/05a532b31cb8a3024052d625c9083d46e8acc440.jpg,./data/base_data/diningroom/05a532b31cb8a3024052d625c9083d46e8acc440.jpg
78,05a96a1dc724d356081ccfa7449138dd32e7390f,uncertain,misc_ext,05a96a1dc724d356081ccfa7449138dd32e7390f.jpg,./data/base_data/uncertain/05a96a1dc724d356081ccfa7449138dd32e7390f.jpg,./data/base_data/misc_ext/05a96a1dc724d356081ccfa7449138dd32e7390f.jpg
79,05ab26d006fa977019219258f72bc2f043776323,uncertain,misc_int,05ab26d006fa977019219258f72bc2f043776323.jpg,./data/base_data/uncertain/05ab26d006fa977019219258f72bc2f043776323.jpg,./data/base_data/misc_int/05ab26d006fa977019219258f72bc2f043776323.jpg
80,05b19067fd3d8d0d23c9433f783993415c403add,uncertain,bedroom,05b19067fd3d8d0d23c9433f783993415c403add.jpg,./data/base_data/uncertain/05b19067fd3d8d0d23c9433f783993415c403add.jpg,./data/base_data/bedroom/05b19067fd3d8d0d23c9433f783993415c403add.jpg
81,05b5840d348d75a6b4b02c4bbbedc07114ab21df,uncertain,misc_int,05b5840d348d75a6b4b02c4bbbedc07114ab21df.jpg,./data/base_data/uncertain/05b5840d348d75a6b4b02c4bbbedc07114ab21df.jpg,./data/base_data/misc_int/05b5840d348d75a6b4b02c4bbbedc07114ab21df.jpg
82,05b773d1c053d7203989e8c03fe5492229a732cb,uncertain,misc_ext,05b773d1c053d7203989e8c03fe5492229a732cb.jpg,./data/base_data/uncertain/05b773d1c053d7203989e8c03fe5492229a732cb.jpg,./data/base_data/misc_ext/05b773d1c053d7203989e8c03fe5492229a732cb.jpg
83,05b8081e2d63c70b82619357e4f5da41378c212d,uncertain,misc_ext,05b8081e2d63c70b82619357e4f5da41378c212d.jpg,./data/base_data/uncertain/05b8081e2d63c70b82619357e4f5da41378c212d.jpg,./data/base_data/misc_ext/05b8081e2d63c70b82619357e4f5da41378c212d.jpg
84,05ba496d50fbc32fcd96d9aa94a7f24d24e97c48,uncertain,misc_ext,05ba496d50fbc32fcd96d9aa94a7f24d24e97c48.jpg,./data/base_data/uncertain/05ba496d50fbc32fcd96d9aa94a7f24d24e97c48.jpg,./data/base_data/misc_ext/05ba496d50fbc32fcd96d9aa94a7f24d24e97c48.jpg
85,05bd3f873d407dfaa44838bcdd68fed05d28469d,uncertain,misc_int,05bd3f873d407dfaa44838bcdd68fed05d28469d.jpg,./data/base_data/uncertain/05bd3f873d407dfaa44838bcdd68fed05d28469d.jpg,./data/base_data/misc_int/05bd3f873d407dfaa44838bcdd68fed05d28469d.jpg
86,05be99facf41993fc5298659b6c3794c2454e281,uncertain,misc_ext,05be99facf41993fc5298659b6c3794c2454e281.jpg,./data/base_data/uncertain/05be99facf41993fc5298659b6c3794c2454e281.jpg,./data/base_data/misc_ext/05be99facf41993fc5298659b6c3794c2454e281.jpg
87,05c11cf48e019c60c93d79e288b7171355e1d47a,uncertain,misc_ext,05c11cf48e019c60c93d79e288b7171355e1d47a.jpg,./data/base_data/uncertain/05c11cf48e019c60c93d79e288b7171355e1d47a.jpg,./data/base_data/misc_ext/05c11cf48e019c60c93d79e288b7171355e1d47a.jpg
88,05c2faf23b6ca115ab517b8e0bf6c3c3d75b926d,uncertain,misc_ext,05c2faf23b6ca115ab517b8e0bf6c3c3d75b926d.jpg,./data/base_data/uncertain/05c2faf23b6ca115ab517b8e0bf6c3c3d75b926d.jpg,./data/base_data/misc_ext/05c2faf23b6ca115ab517b8e0bf6c3c3d75b926d.jpg
89,05c6a5ec1d5de615de23e2fa80b376262c9e44ec,uncertain,diningroom,05c6a5ec1d5de615de23e2fa80b376262c9e44ec.jpg,./data/base_data/uncertain/05c6a5ec1d5de615de23e2fa80b376262c9e44ec.jpg,./data/base_data/diningroom/05c6a5ec1d5de615de23e2fa80b376262c9e44ec.jpg
90,05c790d4d5b22dc60460c2306ccc416f6673514e,uncertain,rear,05c790d4d5b22dc60460c2306ccc416f6673514e.jpg,./data/base_data/uncertain/05c790d4d5b22dc60460c2306ccc416f6673514e.jpg,./data/base_data/rear/05c790d4d5b22dc60460c2306ccc416f6673514e.jpg
